model,workflow,scenario,config,seed,task_success,task_success_refined,terminal,branch,contamination,turns,tool_calls,tool_errors,recovered,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,cost_usd,attempted_unknown_field,attempted_inactive_field,attempted_not_complete,admitted_inactive_field,admitted_not_complete,attempted_invalid_value,attempted_not_confirmed,attempted_already_submitted,attempted_wrong_kind,admitted_wrong_kind,admitted_invalid_value,attempted_evidence_missing,admitted_evidence_missing,admitted_not_confirmed
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C2,0,True,True,committed,move_out,0,9,10,0,False,11644,525,0,0,12169,0.0013744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C2,1,True,True,committed,move_out,0,9,10,0,False,11644,519,0,0,12163,0.001372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C2,2,True,True,committed,move_out,0,9,10,0,False,11644,484,0,0,12128,0.001358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C2,0,False,False,committed,server_down,0,8,45,1,False,49259,804,0,0,50063,0.005247500000000001,1,26,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C2,1,False,False,escalated,,0,8,28,0,False,26906,629,0,0,27535,0.0029422000000000003,0,5,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C2,2,False,False,escalated,,0,8,26,0,False,24062,600,0,0,24662,0.0026462000000000005,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C2,0,True,True,committed,slow_response,0,7,18,0,False,20225,808,0,0,21033,0.0023456999999999996,7,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C2,1,True,True,committed,slow_response,0,7,56,2,False,75455,2122,0,0,77577,0.008394299999999999,45,2,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C2,2,True,True,committed,slow_response,0,7,51,1,False,66099,1678,0,0,67777,0.0072811,36,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C2,0,True,True,committed,error_spike,0,5,7,0,False,8791,235,0,0,9026,0.0009731000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C2,1,True,True,committed,error_spike,0,5,31,1,False,36605,452,0,0,37057,0.0038413,0,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C2,2,True,True,committed,error_spike,0,5,7,0,False,8791,215,0,0,9006,0.0009651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C2,0,True,True,committed,error_spike,0,4,5,0,False,6655,201,0,0,6856,0.0007459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C2,1,True,True,committed,error_spike,0,4,5,0,False,6655,196,0,0,6851,0.0007439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C2,2,True,True,committed,error_spike,0,4,5,0,False,6655,198,0,0,6853,0.0007447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C2,0,True,True,committed,server_down,0,7,10,0,False,13011,497,0,0,13508,0.0014999000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C2,1,False,False,committed,server_down,0,7,12,0,False,14508,607,0,0,15115,0.0016936000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C2,2,True,True,committed,server_down,0,7,13,0,False,14520,587,0,0,15107,0.0016868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C2,0,True,True,committed,slow_response,0,6,15,0,False,17317,621,0,0,17938,0.0019801000000000003,0,6,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C2,1,True,True,committed,slow_response,0,6,20,0,False,23928,739,0,0,24667,0.0026884,2,6,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C2,2,True,True,committed,slow_response,0,6,10,0,False,12486,586,0,0,13072,0.0014830000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C2,0,True,True,escalated,,0,6,39,1,False,44016,573,0,0,44589,0.0046308,0,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C2,1,True,True,escalated,,0,6,16,0,False,16960,375,0,0,17335,0.001846,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C2,2,True,True,escalated,,0,6,14,0,False,15108,363,0,0,15471,0.0016560000000000001,0,2,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C2,0,False,False,committed,server_down,0,8,66,2,False,95430,3345,0,0,98775,0.010881,45,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C2,1,False,False,committed,server_down,0,8,75,2,False,108435,3860,0,0,112295,0.0123875,57,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C2,2,False,False,committed,server_down,0,8,67,2,False,90844,2934,0,0,93778,0.010258,48,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C2,0,True,True,committed,server_down,0,7,58,2,False,76630,1860,0,0,78490,0.008407,22,23,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C2,1,True,True,committed,server_down,0,7,10,0,False,12986,516,0,0,13502,0.0015050000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C2,2,True,True,committed,server_down,0,7,10,0,False,12989,553,0,0,13542,0.0015201000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C2,0,True,True,committed,server_down,0,7,67,2,False,88821,2127,0,0,90948,0.0097329,32,10,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C2,1,True,True,committed,server_down,0,7,67,2,False,87883,2331,0,0,90214,0.0097207,48,6,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C2,2,True,True,committed,server_down,0,7,36,1,False,48109,1478,0,0,49587,0.0054021,21,4,0,0,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-out-of-order-slow-response,C2,0,True,True,committed,slow_response,0,6,80,3,False,106669,2339,0,0,109008,0.011602500000000002,45,18,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-out-of-order-slow-response,C2,1,True,True,committed,slow_response,0,6,23,0,False,24159,727,0,0,24886,0.0027067000000000003,2,11,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-out-of-order-slow-response,C2,2,True,True,committed,slow_response,0,6,35,1,False,41756,686,0,0,42442,0.00445,2,18,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-premature-commit-server-down,C2,0,True,True,committed,server_down,0,8,53,1,False,64334,2054,0,0,66388,0.007255000000000001,32,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-premature-commit-server-down,C2,1,True,True,committed,server_down,0,8,16,0,False,17939,522,0,0,18461,0.0020027,0,1,0,0,0,0,0,3,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-premature-commit-server-down,C2,2,False,False,committed,server_down,0,8,44,1,False,51068,1003,0,0,52071,0.005508,2,24,0,0,0,0,0,1,1,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-prompt-injection-server-down,C2,0,True,True,committed,server_down,0,8,86,3,False,109042,2249,0,0,111291,0.011803800000000001,47,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-prompt-injection-server-down,C2,1,True,True,committed,server_down,0,8,65,2,False,81239,1852,0,0,83091,0.008864700000000001,43,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-prompt-injection-server-down,C2,2,True,True,committed,server_down,0,8,83,3,False,113688,2794,0,0,116482,0.012486400000000002,44,3,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-skip-mandatory-symptom,C2,0,True,True,committed,error_spike,0,5,9,1,False,10692,280,0,0,10972,0.0011812,0,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-skip-mandatory-symptom,C2,1,True,True,committed,error_spike,0,5,12,1,False,13557,353,0,0,13910,0.0014969,0,6,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-skip-mandatory-symptom,C2,2,True,True,committed,error_spike,0,5,9,1,False,10692,300,0,0,10992,0.0011892,0,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-correction-branch-switch,C2,0,True,True,committed,connectivity,0,11,44,1,True,57176,1558,0,0,58734,0.006340800000000001,28,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-correction-branch-switch,C2,1,False,False,committed,connectivity,0,11,67,2,False,92996,2356,0,0,95352,0.010242,41,4,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-correction-branch-switch,C2,2,False,False,committed,connectivity,0,11,30,0,False,39896,891,0,0,40787,0.004346,9,1,1,0,0,0,0,4,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-digression-return-connectivity,C2,0,True,True,committed,connectivity,0,11,95,3,False,124543,2697,0,0,127240,0.013533100000000001,43,32,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-digression-return-connectivity,C2,1,True,True,committed,connectivity,0,11,22,0,False,28081,749,0,0,28830,0.0031077,0,2,1,0,0,0,0,3,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-digression-return-connectivity,C2,2,True,True,committed,connectivity,0,11,52,1,False,64159,1282,0,0,65441,0.0069287,6,26,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C2,0,True,True,committed,connectivity,0,11,23,0,False,26620,885,0,0,27505,0.003016,1,2,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C2,1,True,True,committed,connectivity,0,11,44,1,False,55336,1069,0,0,56405,0.005961200000000001,1,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C2,2,True,True,committed,connectivity,0,11,48,1,False,59109,1077,0,0,60186,0.0063417000000000005,2,26,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C2,0,True,True,committed,billing,0,10,41,1,False,51700,953,0,0,52653,0.0055512,0,28,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C2,1,True,True,committed,billing,0,10,37,1,False,48081,870,0,0,48951,0.0051561,0,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C2,2,True,True,committed,billing,0,10,13,0,False,17684,639,0,0,18323,0.002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C2,0,True,True,committed,connectivity,0,10,44,1,False,55513,1169,0,0,56682,0.006018900000000001,2,26,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C2,1,True,True,committed,connectivity,0,10,13,0,False,18492,639,0,0,19131,0.0021048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C2,2,True,True,committed,connectivity,0,10,42,2,False,53678,954,0,0,54632,0.005749400000000001,0,28,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C2,0,True,True,escalated,,0,9,22,0,False,25214,713,0,0,25927,0.0028066,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C2,1,True,True,escalated,,0,9,39,1,False,48578,870,0,0,49448,0.0052058,0,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C2,2,True,True,escalated,,0,9,18,0,False,19920,681,0,0,20601,0.0022644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C2,0,False,False,committed,billing,0,11,26,0,False,30066,893,0,0,30959,0.0033638,1,8,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C2,1,False,False,committed,billing,0,11,25,0,False,30157,932,0,0,31089,0.0033885000000000005,1,1,0,0,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C2,2,False,False,committed,billing,0,11,23,0,False,28219,879,0,0,29098,0.0031735,1,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C2,0,False,False,committed,connectivity,0,10,37,0,False,48465,1009,0,0,49474,0.005250100000000001,11,4,1,0,0,0,0,3,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C2,1,True,True,committed,connectivity,0,10,20,0,False,24541,779,0,0,25320,0.0027657,1,2,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C2,2,True,True,committed,connectivity,0,10,49,1,False,60080,1090,0,0,61170,0.006444,2,30,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C2,0,True,True,committed,billing,0,10,40,1,False,52665,978,0,0,53643,0.0056577,0,27,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C2,1,True,True,committed,billing,0,10,43,1,False,54559,988,0,0,55547,0.005851100000000001,0,30,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C2,2,True,True,committed,billing,0,10,61,2,False,80464,1225,0,0,81689,0.008536400000000001,0,48,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C2,0,False,False,none,,0,10,14,0,False,19336,582,0,0,19918,0.0021664,1,2,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C2,1,False,False,none,,0,10,24,0,False,28655,707,0,0,29362,0.0031483,1,12,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C2,2,False,False,escalated,,0,10,48,1,False,58428,988,0,0,59416,0.006238,1,29,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C2,0,True,True,committed,billing,0,11,37,0,False,44169,1116,0,0,45285,0.0048633,1,16,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C2,1,True,True,committed,billing,0,11,45,1,False,57292,1428,0,0,58720,0.0063004,23,4,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C2,2,True,True,committed,billing,0,11,51,1,False,63524,1270,0,0,64794,0.006860400000000001,8,20,0,0,0,1,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C2,0,True,True,committed,billing,0,11,55,1,False,65838,1316,0,0,67154,0.0071102,8,27,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C2,1,True,True,committed,billing,0,11,44,1,False,54852,993,0,0,55845,0.0058824,0,28,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C2,2,True,True,committed,billing,0,11,22,0,False,27735,891,0,0,28626,0.0031299,1,8,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C2,0,True,True,committed,billing,0,11,62,3,False,88265,2454,0,0,90719,0.0098081,45,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C2,1,True,True,committed,billing,0,11,65,3,False,86130,2060,0,0,88190,0.009437,43,3,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C2,2,True,True,committed,billing,0,11,19,1,False,24833,738,0,0,25571,0.0027785,0,5,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C2,0,True,True,committed,billing,0,10,37,1,False,48320,963,0,0,49283,0.0052172,0,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C2,1,True,True,committed,billing,0,10,38,1,False,49306,958,0,0,50264,0.0053138000000000005,1,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C2,2,True,True,committed,billing,0,10,72,2,False,91825,1356,0,0,93181,0.0097249,5,47,1,0,0,0,0,4,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C3,0,True,True,committed,baggage,0,4,17,0,True,30941,742,0,0,31683,0.0033909000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C3,1,True,True,committed,baggage,0,4,17,0,True,36884,785,0,0,37669,0.0040024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C3,2,True,True,committed,baggage,0,4,17,0,True,31057,820,0,0,31877,0.0034337000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C3,0,True,True,committed,medical,0,5,14,0,False,47447,870,0,0,48317,0.0050926999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C3,1,True,True,committed,medical,0,5,13,0,False,41466,566,0,0,42032,0.004373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C3,2,True,True,committed,medical,0,5,20,0,False,53963,592,0,0,54555,0.0056331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C3,0,True,True,committed,baggage,0,4,12,0,False,33380,467,0,0,33847,0.0035248000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C3,1,True,True,committed,baggage,0,4,12,0,False,33332,477,0,0,33809,0.0035240000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C3,2,True,True,committed,baggage,0,4,12,0,False,30462,480,0,0,30942,0.0032382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C3,0,False,False,none,,0,2,8,0,False,16732,361,0,0,17093,0.0018176000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C3,1,False,False,none,,0,2,10,1,False,19493,415,0,0,19908,0.0021153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C3,2,False,False,none,,0,2,10,1,False,19493,414,0,0,19907,0.0021149000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C3,0,True,True,committed,medical,0,3,12,0,False,22457,509,0,0,22966,0.0024493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C3,1,True,True,committed,medical,0,3,11,0,False,19674,553,0,0,20227,0.0021885999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C3,2,True,True,committed,medical,0,3,12,0,False,22463,481,0,0,22944,0.0024387000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C3,0,True,True,committed,medical,0,4,17,0,False,48272,842,0,0,49114,0.005164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C3,1,True,True,committed,medical,0,4,15,0,False,36648,574,0,0,37222,0.0038944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C3,2,True,True,committed,medical,0,4,14,0,False,36871,739,0,0,37610,0.0039827000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C3,0,True,True,committed,medical,0,3,14,0,False,28348,526,0,0,28874,0.0030452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C3,1,True,True,committed,medical,0,3,13,0,False,25544,496,0,0,26040,0.0027528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C3,2,True,True,committed,medical,0,3,14,0,False,28292,513,0,0,28805,0.0030344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C3,0,True,True,committed,medical,0,4,20,0,True,45168,919,0,0,46087,0.0048844000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C3,1,True,True,committed,medical,0,4,24,0,True,60377,986,0,0,61363,0.0064321000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C3,2,True,True,committed,medical,0,4,13,0,True,27606,783,0,0,28389,0.0030738000000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C3,0,True,True,committed,cancellation,0,3,14,0,False,25553,622,0,0,26175,0.0028041000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C3,1,True,True,committed,cancellation,0,3,15,0,False,28376,579,0,0,28955,0.0030692000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C3,2,True,True,committed,cancellation,0,3,14,0,False,25558,752,0,0,26310,0.0028566000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C3,0,True,True,committed,cancellation,0,5,22,0,False,48300,919,0,0,49219,0.0051976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C3,1,True,True,committed,cancellation,0,5,22,0,False,59666,874,0,0,60540,0.006316200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C3,2,True,True,committed,cancellation,0,5,22,0,False,64935,859,0,0,65794,0.0068371000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C3,0,False,False,committed,cancellation,0,5,19,0,False,51678,475,0,0,52153,0.0053578,0,0,0,0,0,0,0,4,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C3,1,False,False,committed,cancellation,0,5,20,0,False,51097,571,0,0,51668,0.0053381,0,0,0,0,0,0,0,5,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C3,2,False,False,committed,cancellation,0,5,17,0,False,41797,558,0,0,42355,0.0044028999999999995,0,0,0,0,0,0,0,5,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C3,0,True,True,committed,medical,0,4,13,0,False,30526,589,0,0,31115,0.0032882000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C3,1,True,True,committed,medical,0,4,11,0,False,25095,692,0,0,25787,0.0027863000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C3,2,True,True,committed,medical,0,4,12,0,False,27766,480,0,0,28246,0.0029686000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-skip-mandatory-claim-type,C3,0,True,True,committed,baggage,0,4,10,0,False,24921,611,0,0,25532,0.0027365000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-skip-mandatory-claim-type,C3,1,True,True,committed,baggage,0,4,12,0,False,30324,487,0,0,30811,0.0032272000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
