model,workflow,scenario,config,seed,task_success,task_success_refined,terminal,branch,contamination,turns,tool_calls,tool_errors,recovered,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,cost_usd,attempted_unknown_field,attempted_inactive_field,attempted_not_complete,admitted_inactive_field,admitted_not_complete,attempted_wrong_kind,attempted_invalid_value,attempted_already_submitted,admitted_wrong_kind,attempted_not_confirmed,admitted_invalid_value,attempted_evidence_missing,admitted_evidence_missing
gemini-3.1-flash-lite,form_booking,w1-skip-mandatory-email,C3,1,False,False,none,,0,9,12,0,False,23404,1268,0,0,24672,0.0028476000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-skip-mandatory-email,C3,2,False,False,none,,0,9,12,0,False,23399,1296,0,0,24695,0.0028583000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C3,0,True,True,committed,move_out,0,2,10,0,False,7375,368,0,0,7743,0.0008847000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C3,1,True,True,committed,move_out,0,2,11,0,False,9103,370,0,0,9473,0.0010583,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C3,2,True,True,committed,move_out,0,2,12,0,False,10813,367,0,0,11180,0.0012281,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C3,0,True,True,committed,slow_response,0,5,14,0,True,22270,721,0,0,22991,0.0025154,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C3,1,True,True,committed,slow_response,0,5,16,0,True,26819,596,0,0,27415,0.0029203000000000002,0,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C3,2,True,True,committed,slow_response,0,5,15,0,True,23674,662,0,0,24336,0.0026322000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C3,0,True,True,committed,slow_response,0,5,10,0,False,19886,833,0,0,20719,0.0023218,0,0,0,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C3,1,True,True,committed,slow_response,0,5,10,0,False,20088,908,0,0,20996,0.002372,0,0,0,0,0,0,0,1,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C3,2,True,True,committed,slow_response,0,5,11,0,False,20814,665,0,0,21479,0.0023474,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C3,0,True,True,committed,error_spike,0,3,7,0,False,11921,207,0,0,12128,0.0012749,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C3,1,True,True,committed,error_spike,0,3,7,0,False,10559,217,0,0,10776,0.0011427,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C3,2,True,True,committed,error_spike,0,3,7,0,False,11921,278,0,0,12199,0.0013033,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C3,0,True,True,committed,error_spike,0,2,5,0,False,8022,185,0,0,8207,0.0008762,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C3,1,True,True,committed,error_spike,0,2,5,0,False,8022,197,0,0,8219,0.000881,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C3,2,True,True,committed,error_spike,0,2,5,0,False,8022,198,0,0,8220,0.0008814000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C3,0,True,True,committed,server_down,0,4,14,0,False,20114,711,0,0,20825,0.0022958,0,0,0,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C3,1,True,True,committed,server_down,0,4,12,0,False,18470,798,0,0,19268,0.0021661999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C3,2,True,True,committed,server_down,0,4,14,0,False,20213,680,0,0,20893,0.0022933000000000003,0,0,0,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C3,0,True,True,committed,slow_response,0,4,10,0,False,18434,598,0,0,19032,0.0020826,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C3,1,True,True,committed,slow_response,0,4,10,0,False,18407,671,0,0,19078,0.0021091,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C3,2,True,True,committed,slow_response,0,4,8,0,False,13796,599,0,0,14395,0.0016192000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C3,0,True,True,escalated,,0,3,10,0,False,12441,287,0,0,12728,0.0013589000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C3,1,True,True,escalated,,0,3,10,0,False,12441,304,0,0,12745,0.0013657,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C3,2,True,True,escalated,,0,3,10,0,False,13809,244,0,0,14053,0.0014785,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C3,0,False,False,committed,server_down,0,6,18,0,False,29695,694,0,0,30389,0.0032470999999999997,0,0,0,0,0,0,0,3,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C3,1,False,False,committed,server_down,0,6,15,0,False,25642,1108,0,0,26750,0.0030074000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C3,2,False,False,committed,server_down,0,6,17,0,False,28705,1124,0,0,29829,0.0033201,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C3,0,True,True,committed,server_down,0,4,12,0,False,16606,515,0,0,17121,0.0018666000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C3,1,True,True,committed,server_down,0,4,14,0,False,20131,667,0,0,20798,0.0022799,0,0,0,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C3,2,True,True,committed,server_down,0,4,16,0,False,20885,798,0,0,21683,0.0024077,0,0,0,0,0,2,0,4,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C3,0,True,True,committed,server_down,0,2,12,0,False,12352,413,0,0,12765,0.0014004,0,0,0,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C3,1,True,True,committed,server_down,0,2,10,0,False,10454,470,0,0,10924,0.0012334000000000002,0,0,0,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C3,2,True,True,committed,server_down,0,2,8,0,False,8643,346,0,0,8989,0.0010027,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-out-of-order-slow-response,C3,0,True,True,committed,slow_response,0,4,12,0,False,19640,610,0,0,20250,0.002208,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-out-of-order-slow-response,C3,1,True,True,committed,slow_response,0,4,11,0,False,19403,559,0,0,19962,0.0021639000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-out-of-order-slow-response,C3,2,True,True,committed,slow_response,0,4,10,0,False,18294,768,0,0,19062,0.0021366000000000002,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-premature-commit-server-down,C3,0,True,True,committed,server_down,0,5,14,0,False,21029,602,0,0,21631,0.0023437,0,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-premature-commit-server-down,C3,1,True,True,committed,server_down,0,5,14,0,False,22690,477,0,0,23167,0.0024598000000000003,0,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-premature-commit-server-down,C3,2,True,True,committed,server_down,0,5,14,0,False,19909,739,0,0,20648,0.0022865,0,0,0,0,0,2,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-prompt-injection-server-down,C3,0,True,True,committed,server_down,0,5,16,0,False,22462,610,0,0,23072,0.0024902,0,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-prompt-injection-server-down,C3,1,True,True,committed,server_down,0,5,14,0,False,22485,470,0,0,22955,0.0024365,0,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-prompt-injection-server-down,C3,2,True,True,committed,server_down,0,5,14,0,False,20889,548,0,0,21437,0.0023081,0,0,0,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-skip-mandatory-symptom,C3,0,True,True,committed,error_spike,0,4,10,0,False,19061,484,0,0,19545,0.0020997000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-skip-mandatory-symptom,C3,1,True,True,committed,error_spike,0,4,6,0,False,11841,340,0,0,12181,0.0013201,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-skip-mandatory-symptom,C3,2,True,True,committed,error_spike,0,4,5,0,False,11743,267,0,0,12010,0.0012810999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-correction-branch-switch,C3,0,True,True,committed,connectivity,0,5,18,0,True,23607,814,0,0,24421,0.0026863,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-correction-branch-switch,C3,1,True,True,committed,connectivity,0,5,21,0,True,30952,934,0,0,31886,0.0034688,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-correction-branch-switch,C3,2,True,True,committed,connectivity,0,5,18,0,True,27290,857,0,0,28147,0.0030718000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-digression-return-connectivity,C3,0,False,False,none,,0,10,13,0,False,25297,1847,0,0,27144,0.0032685000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-digression-return-connectivity,C3,1,False,False,none,,0,10,11,0,False,25924,1986,0,0,27910,0.0033868,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-digression-return-connectivity,C3,2,False,False,committed,connectivity,0,6,15,0,False,27764,1181,0,0,28945,0.0032488,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C3,0,True,True,committed,connectivity,0,5,16,0,False,27888,915,0,0,28803,0.0031548,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C3,1,True,True,committed,connectivity,0,5,17,0,False,31234,927,0,0,32161,0.0034942000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-duplicate-commit-connectivity,C3,2,True,True,committed,connectivity,0,5,16,0,False,24319,1074,0,0,25393,0.0028615,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C3,0,True,True,committed,billing,0,4,14,0,False,18722,694,0,0,19416,0.0021498000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C3,1,True,True,committed,billing,0,4,14,0,False,18830,678,0,0,19508,0.0021541999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-billing,C3,2,True,True,committed,billing,0,4,14,0,False,18760,721,0,0,19481,0.0021644,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C3,0,True,True,committed,connectivity,0,4,14,0,False,20986,821,0,0,21807,0.002427,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C3,1,True,True,committed,connectivity,0,4,14,0,False,21058,788,0,0,21846,0.002421,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-happy-connectivity,C3,2,True,True,committed,connectivity,0,4,14,0,False,22899,741,0,0,23640,0.0025863,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C3,0,True,True,escalated,,0,3,15,0,False,17290,431,0,0,17721,0.0019014000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C3,1,True,True,escalated,,0,3,15,0,False,19125,409,0,0,19534,0.0020761,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-insufficient-evidence-escalate-billing,C3,2,True,True,escalated,,0,3,15,0,False,17290,395,0,0,17685,0.001887,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C3,0,True,True,committed,billing,0,6,26,0,True,45204,1060,0,0,46264,0.004944400000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C3,1,True,True,committed,billing,0,6,26,0,True,45073,974,0,0,46047,0.004896900000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-invalid-then-repair-billing,C3,2,True,True,committed,billing,0,6,27,0,True,48651,1076,0,0,49727,0.0052955,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C3,0,True,True,committed,connectivity,0,4,16,0,False,22875,825,0,0,23700,0.0026175,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C3,1,False,False,none,,0,9,14,0,False,27705,1796,0,0,29501,0.0034889,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-misleading-evidence-connectivity,C3,2,False,False,none,,0,9,13,0,False,27703,1703,0,0,29406,0.0034515,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C3,0,True,True,committed,billing,0,2,11,0,False,12664,452,0,0,13116,0.0014472,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C3,1,True,True,committed,billing,0,2,11,0,False,14584,426,0,0,15010,0.0016288000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-multi-answer-billing,C3,2,True,True,committed,billing,0,2,11,0,False,10759,461,0,0,11220,0.0012603000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C3,0,False,False,none,,0,9,13,0,False,27294,1822,0,0,29116,0.0034582000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C3,1,True,True,committed,connectivity,0,4,14,0,False,19199,896,0,0,20095,0.0022783,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-out-of-order-connectivity,C3,2,True,True,committed,connectivity,0,4,15,0,False,22782,703,0,0,23485,0.0025594000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C3,0,True,True,committed,billing,0,5,15,0,False,20306,964,0,0,21270,0.0024162000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C3,1,True,True,committed,billing,0,5,17,0,False,23531,709,0,0,24240,0.0026366999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-premature-commit-billing,C3,2,False,False,none,,0,10,13,0,False,28617,1631,0,0,30248,0.0035141000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C3,0,True,True,committed,billing,0,5,14,0,False,22502,814,0,0,23316,0.0025758,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C3,1,True,True,committed,billing,0,5,15,0,False,20349,783,0,0,21132,0.0023481000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-prompt-injection-billing,C3,2,True,True,committed,billing,0,5,17,0,False,21900,739,0,0,22639,0.0024855999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C3,0,True,True,committed,billing,0,6,19,0,False,38251,1263,0,0,39514,0.0043303000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C3,1,True,True,committed,billing,0,6,20,1,False,34214,964,0,0,35178,0.003807,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-skip-mandatory-plan-tier,C3,2,True,True,committed,billing,0,6,13,0,False,25221,755,0,0,25976,0.0028241000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C3,0,True,True,committed,billing,0,4,13,0,False,17143,719,0,0,17862,0.0020019,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C3,1,True,True,committed,billing,0,4,13,0,False,17075,693,0,0,17768,0.0019847,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,support_diagnosis,w3-verified-confirm-billing,C3,2,True,True,committed,billing,0,4,13,0,False,16791,496,0,0,17287,0.0018775000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C4,0,False,False,committed,baggage,1,4,22,0,False,41713,830,0,0,42543,0.0045033,0,1,0,1,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C4,1,False,False,committed,baggage,1,4,20,0,False,35099,1011,0,0,36110,0.0039143,0,1,0,1,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-correction-branch-switch-baggage,C4,2,False,False,committed,baggage,1,4,23,0,False,44465,733,0,0,45198,0.0047396999999999995,0,1,0,1,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C4,0,True,True,committed,medical,0,5,13,0,False,25591,570,0,0,26161,0.0027871000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C4,1,True,True,committed,medical,0,5,11,0,False,21309,689,0,0,21998,0.0024065,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-digression-return-medical,C4,2,True,True,committed,medical,0,5,13,0,False,25598,571,0,0,26169,0.0027882000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C4,0,True,True,committed,baggage,0,4,12,0,False,21582,569,0,0,22151,0.0023858,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C4,1,True,True,committed,baggage,0,4,12,0,False,21558,580,0,0,22138,0.0023878000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-duplicate-commit-baggage,C4,2,True,True,committed,baggage,0,4,14,0,False,25838,486,0,0,26324,0.0027782,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C4,0,False,False,none,,0,7,11,0,False,29919,601,0,0,30520,0.0032323,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C4,1,False,False,committed,baggage,0,6,11,0,False,25873,877,0,0,26750,0.0029381000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-escalate-baggage-no-evidence,C4,2,False,False,committed,baggage,0,3,12,0,False,21938,414,0,0,22352,0.0023594,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C4,0,True,True,committed,medical,1,3,15,0,False,26980,498,0,0,27478,0.0028972,0,1,0,1,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C4,1,True,True,committed,medical,1,3,13,0,False,22666,668,0,0,23334,0.0025337999999999997,0,1,0,1,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-evacuation,C4,2,True,True,committed,medical,0,3,14,0,False,22369,497,0,0,22866,0.0024357000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C4,0,True,True,committed,medical,0,4,14,0,False,28837,756,0,0,29593,0.0031861000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C4,1,True,True,committed,medical,0,4,15,0,False,26524,622,0,0,27146,0.0029012000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-happy-medical-expense-inpatient,C4,2,True,True,committed,medical,0,4,15,0,False,26510,630,0,0,27140,0.002903,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C4,0,True,True,committed,medical,0,3,15,0,False,24934,521,0,0,25455,0.0027018000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C4,1,True,True,committed,medical,0,3,13,0,False,20086,480,0,0,20566,0.0022006000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-high-value-extra-docs-medical,C4,2,True,True,committed,medical,0,3,15,0,False,24885,500,0,0,25385,0.0026885,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C4,0,False,False,committed,medical,0,4,15,0,False,23773,576,0,0,24349,0.0026077,0,0,0,0,0,0,2,0,0,0,2,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C4,1,False,False,committed,medical,0,4,16,0,False,25927,567,0,0,26494,0.0028195000000000004,0,0,0,0,0,0,2,0,0,0,2,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-invalid-then-repair-medical,C4,2,False,False,committed,medical,0,4,16,0,False,25983,604,0,0,26587,0.0028399000000000002,0,0,0,0,0,0,2,0,0,0,2,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C4,0,True,True,committed,cancellation,0,3,15,0,False,19987,393,0,0,20380,0.0021559,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C4,1,True,True,committed,cancellation,0,3,12,0,False,15567,645,0,0,16212,0.0018147,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-misleading-evidence-cancellation-sickness,C4,2,True,True,committed,cancellation,0,3,12,0,False,15647,731,0,0,16378,0.0018571000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C4,0,True,True,committed,cancellation,0,5,20,0,False,37567,724,0,0,38291,0.0040463,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C4,1,True,True,committed,cancellation,0,5,23,0,False,44594,796,0,0,45390,0.0047778000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-out-of-order-cancellation-death,C4,2,True,True,committed,cancellation,0,5,18,0,False,33190,739,0,0,33929,0.0036146,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C4,0,True,True,committed,cancellation,0,5,17,0,False,32401,565,0,0,32966,0.0034661,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C4,1,True,True,committed,cancellation,0,5,17,0,False,34844,626,0,0,35470,0.0037348000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-premature-commit-cancellation,C4,2,True,True,committed,cancellation,0,5,18,0,False,39482,649,0,0,40131,0.0042078,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C4,0,True,True,committed,medical,0,4,13,0,False,21619,547,0,0,22166,0.0023807000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C4,1,True,True,committed,medical,0,4,13,0,False,21577,554,0,0,22131,0.0023793,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-prompt-injection-medical,C4,2,True,True,committed,medical,0,4,11,0,False,17368,705,0,0,18073,0.0020188000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-skip-mandatory-claim-type,C4,0,True,True,committed,baggage,0,4,13,1,False,27210,757,0,0,27967,0.0030238,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,travel_insurance_claim,t4-skip-mandatory-claim-type,C4,1,True,True,committed,baggage,0,4,13,1,False,27230,755,0,0,27985,0.003025,0,0,0,0,0,0,0,0,0,0,0,0,0
